Epoch   Baseline_Difference(m)   e_(m)
  500270           0.774          -0.094
  500271           0.768          -0.100
  500272           0.767          -0.101
  500273           0.766          -0.102
  500274           0.764          -0.104
  500275           0.769          -0.099
  500276           0.772          -0.096
  500277           0.770          -0.098
  500278           0.766          -0.102
  500279           0.767          -0.101
  500280           0.767          -0.101
  500281           0.771          -0.097
  500282           0.766          -0.102
  500283           0.765          -0.103
  500284           0.764          -0.104
  500285           0.764          -0.104
  500286           0.762          -0.106
  500287           0.760          -0.108
  500288           0.768          -0.100
  500289           0.768          -0.100
  500290           0.763          -0.105
  500291           0.771          -0.097
  500292           0.757          -0.111
  500293           0.764          -0.104
  500294           0.771          -0.097
  500295           0.765          -0.103
  500296           0.765          -0.103
  500297           0.764          -0.104
  500298           0.767          -0.101
  500299           0.764          -0.104
  500300           0.756          -0.112
  500301           0.772          -0.096
  500302           0.777          -0.091
  500303           0.762          -0.106
  500304           0.767          -0.101
  500305           0.780          -0.088
  500306           0.777          -0.091
  500307           0.757          -0.111
  500308           0.794          -0.074
  500309           0.769          -0.099
  500310           0.723          -0.145
  500311           1.309           0.441
  500318           2.387           1.519
  500319           2.454           1.586
  500321           2.245           1.377
  500322           2.487           1.619
  500323           2.428           1.560
  500324           2.449           1.581
  500325           2.459           1.591
  500326           2.471           1.603
  500327           2.492           1.624
  500328           2.498           1.630
  500329           2.499           1.631
  500330           2.503           1.635
  500331           2.495           1.627
  500332           2.497           1.629
  500333           2.507           1.639
  500334           2.491           1.623
  500335           2.469           1.601
  500336           2.478           1.610
  500337           2.468           1.600
  500338           2.468           1.600
  500339           2.473           1.605
  500340           2.471           1.603
  500341           2.486           1.618
  500342           2.477           1.609
  500343           2.468           1.600
  500344           2.459           1.591
  500345           2.466           1.598
  500346           2.456           1.588
  500347           2.446           1.578
  500348           2.453           1.585
  500349           2.439           1.571
  500350           2.440           1.572
  500351           2.434           1.566
  500352           2.417           1.549
  500353           2.399           1.531
  500354           2.380           1.512
  500355           2.365           1.497
  500356           2.366           1.498
  500357           2.353           1.485
  500358           2.353           1.485
  500359           2.356           1.488
  500360           2.343           1.475
  500361           2.337           1.469
  500362           2.335           1.467
  500363           2.335           1.467
  500364           2.317           1.449
  500365           2.299           1.431
  500366           2.286           1.418
  500367           2.281           1.413
  500368           2.219           1.351
  500369           2.156           1.288
  500370           2.108           1.240
  500371           2.091           1.223
  500372           2.147           1.279
  500373           2.162           1.294
  500374           2.140           1.272
  500375           2.133           1.265
  500376           2.153           1.285
  500377           2.151           1.283
  500378           2.162           1.294
  500379           2.174           1.306
  500380           2.169           1.301
  500381           2.175           1.307
  500382           2.174           1.306
  500383           2.187           1.319
  500384           2.200           1.332
  500385           2.199           1.331
  500386           2.210           1.342
  500387           2.217           1.349
  500388           2.218           1.350
  500389           2.234           1.366
  500390           2.252           1.384
  500391           2.258           1.390
  500392           2.278           1.410
  500393           2.288           1.420
  500394           2.298           1.430
  500395           2.299           1.431
  500396           2.294           1.426
  500397           2.300           1.432
  500398           2.313           1.445
  500399           2.318           1.450
  500400           2.294           1.426
  500401           2.321           1.453
  500402           2.381           1.513
  500403           2.409           1.541
  500404           2.459           1.591
  500405           2.508           1.640
  500406           2.539           1.671
  500407           2.538           1.670
  500408           2.527           1.659
  500409           2.513           1.645
  500410           2.510           1.642
  500411           2.503           1.635
  500412           2.504           1.636
  500413           2.516           1.648
  500414           2.515           1.647
  500415           2.520           1.652
  500416           2.508           1.640
  500417           2.516           1.648
  500418           2.524           1.656
  500419           2.499           1.631
  500420           2.614           1.746
  500421           2.609           1.741
  500422           2.583           1.715
  500423           2.638           1.770
  500424           2.615           1.747
  500425           2.663           1.795
  500426           2.646           1.778
  500427           2.626           1.758
  500428           2.622           1.754
  500429           2.628           1.760
  500430           2.638           1.770
  500431           2.649           1.781
  500432           2.646           1.778
  500433           2.650           1.782
  500435           2.637           1.769
  500436           2.642           1.774
  500437           2.646           1.778
  500438           2.630           1.762
  500439           2.658           1.790
  500440           2.648           1.780
  500441           2.670           1.802
  500442           2.648           1.780
  500443           2.668           1.800
  500444           2.429           1.561
  500449           1.223           0.355
  500450           1.376           0.508
  500451           1.650           0.782
  500452           1.487           0.619
  500453           1.452           0.584
  500454           1.433           0.565
  500455           1.434           0.566
  500456           1.378           0.510
  500457           1.398           0.530
  500458           1.397           0.529
  500459           1.403           0.535
  500460           1.454           0.586
  500461           1.459           0.591
  500462           1.489           0.621
  500463           1.476           0.608
  500464           1.467           0.599
  500465           1.492           0.624
  500466           1.494           0.626
  500467           1.498           0.630
  500468           1.512           0.644
  500469           1.511           0.643
  500470           1.499           0.631
  500471           1.583           0.715
  500472           1.703           0.835
  500473           1.766           0.898
  500474           1.821           0.953
  500475           1.862           0.994
  500476           1.882           1.014
  500477           1.899           1.031
  500478           1.916           1.048
  500479           1.919           1.051
  500480           1.939           1.071
  500481           1.945           1.077
  500482           1.962           1.094
  500483           1.960           1.092
  500484           1.973           1.105
  500485           1.983           1.115
  500486           1.973           1.105
  500487           1.974           1.106
  500488           1.985           1.117
  500489           1.996           1.128
  500490           1.997           1.129
  500491           2.026           1.158
  500492           2.065           1.197
  500493           2.083           1.215
  500494           2.107           1.239
  500495           2.135           1.267
  500496           2.145           1.277
  500497           2.158           1.290
  500498           2.156           1.288
  500499           2.155           1.287
  500500           2.209           1.341
  500501           2.198           1.330
  500502           2.194           1.326
  500503           2.201           1.333
  500504           2.176           1.308
  500505           2.174           1.306
  500506           2.154           1.286
  500507           2.119           1.251
  500508           2.117           1.249
  500509           2.105           1.237
  500510           2.056           1.188
  500511           2.037           1.169
  500512           1.999           1.131
  500513           1.969           1.101
  500514           1.938           1.070
  500515           1.912           1.044
  500516           1.894           1.026
  500517           1.883           1.015
  500518           1.856           0.988
  500519           1.839           0.971
  500520           1.797           0.929
  500521           1.835           0.967
  500522           1.762           0.894
  500523           1.735           0.867
  500524           1.766           0.898
  500525           1.740           0.872
  500526           1.705           0.837
  500527           1.694           0.826
  500528           1.720           0.852
  500529           1.680           0.812
  500530           1.721           0.853
  500531           1.640           0.772
  500532           1.731           0.863
  500533           1.714           0.846
  500534           1.661           0.793
  500535           1.694           0.826
  500545           2.042           1.174
  500546           2.030           1.162
  500547           2.031           1.163
  500548           1.964           1.096
  500549           1.964           1.096
  500550           1.945           1.077
  500551           1.931           1.063
  500552           1.916           1.048
  500553           1.902           1.034
  500554           1.914           1.046
  500555           1.937           1.069
  500556           1.909           1.041
  500557           1.919           1.051
  500558           1.907           1.039
  500559           1.919           1.051
  500560           1.925           1.057
  500561           1.928           1.060
  500562           1.917           1.049
  500563           1.923           1.055
  500564           1.908           1.040
  500565           1.920           1.052
  500566           1.914           1.046
  500567           1.903           1.035
  500568           1.903           1.035
  500569           1.899           1.031
  500570           1.898           1.030
  500571           1.895           1.027
  500572           1.888           1.020
  500573           1.875           1.007
  500574           1.879           1.011
  500575           1.870           1.002
  500576           1.856           0.988
  500577           1.858           0.990
  500578           1.851           0.983
  500579           1.849           0.981
  500580           1.834           0.966
  500581           1.810           0.942
  500582           1.812           0.944
  500583           1.804           0.936
  500584           1.800           0.932
  500585           1.803           0.935
  500586           1.802           0.934
  500587           1.792           0.924
  500588           1.719           0.851
  500589           1.598           0.730
  500590           1.449           0.581
  500591           1.332           0.464
  500592           1.333           0.465
  500593           1.378           0.510
  500594           1.443           0.575
  500595           1.464           0.596
  500596           1.491           0.623
  500597           1.524           0.656
  500598           1.542           0.674
  500599           1.584           0.716
  500600           1.612           0.744
  500601           1.633           0.765
  500602           1.647           0.779
  500603           1.653           0.785
  500604           1.673           0.805
  500605           1.664           0.796
  500606           1.688           0.820
  500607           1.693           0.825
  500608           1.712           0.844
  500609           1.728           0.860
  500610           1.749           0.881
  500611           1.765           0.897
  500612           1.762           0.894
  500613           1.782           0.914
  500614           1.789           0.921
  500615           1.798           0.930
  500616           1.811           0.943
  500617           1.809           0.941
  500618           1.839           0.971
  500619           1.791           0.923
  500620           1.702           0.834
  500621           1.671           0.803
  500622           1.644           0.776
  500623           1.645           0.777
  500624           1.694           0.826
  500625           1.717           0.849
  500626           1.720           0.852
  500627           1.684           0.816
  500628           1.660           0.792
  500629           1.657           0.789
  500630           1.664           0.796
  500631           1.663           0.795
  500632           1.671           0.803
  500633           1.664           0.796
  500634           1.662           0.794
  500635           1.666           0.798
  500636           1.655           0.787
  500637           1.649           0.781
  500638           1.635           0.767
  500639           1.648           0.780
  500640           1.635           0.767
  500641           1.633           0.765
  500642           1.622           0.754
  500643           1.617           0.749
  500644           1.624           0.756
  500645           1.604           0.736
  500646           1.602           0.734
  500647           1.583           0.715
  500648           1.595           0.727
  500649           1.597           0.729
  500650           1.591           0.723
  500651           1.634           0.766
  500652           1.757           0.889
  500653           1.563           0.695
  500654           1.608           0.740
  500655           1.599           0.731
  500656           1.609           0.741
  500657           1.599           0.731
  500658           1.577           0.709
  500659           6.764           5.896
  500665           1.775           0.907
  500666           1.778           0.910
  500667           1.766           0.898
  500668           1.774           0.906
  500669           1.789           0.921
  500670           1.784           0.916
  500671           1.773           0.905
  500672           1.780           0.912
  500673           1.783           0.915
  500674           1.785           0.917
  500675           1.787           0.919
  500676           1.783           0.915
  500677           1.780           0.912
  500678           1.767           0.899
  500679           1.770           0.902
  500680           1.760           0.892
  500681           1.765           0.897
  500682           1.768           0.900
  500683           1.772           0.904
  500684           1.772           0.904
  500685           1.780           0.912
  500686           1.782           0.914
  500687           1.790           0.922
  500688           1.793           0.925
  500689           1.787           0.919
  500690           1.787           0.919
  500691           1.785           0.917
  500692           1.782           0.914
  500693           1.782           0.914
  500694           1.786           0.918
  500695           1.783           0.915
  500696           1.787           0.919
  500697           1.782           0.914
  500698           1.785           0.917
  500699           1.782           0.914
  500700           1.780           0.912
  500701           1.783           0.915
  500702           1.784           0.916
  500703           1.791           0.923
  500704           1.784           0.916
  500705           1.784           0.916
  500706           1.787           0.919
  500707           1.787           0.919
  500708           1.785           0.917
  500709           1.781           0.913
  500710           1.785           0.917
  500711           1.783           0.915
  500712           1.779           0.911
  500713           1.779           0.911
  500714           1.780           0.912
  500715           1.780           0.912
  500716           1.778           0.910
  500717           1.773           0.905
  500718           1.777           0.909
  500719           1.781           0.913
  500720           1.785           0.917
  500721           1.783           0.915
  500722           1.782           0.914
  500723           1.778           0.910
  500724           1.781           0.913
  500725           1.782           0.914
  500726           1.784           0.916
  500727           1.787           0.919
  500728           1.782           0.914
  500729           1.782           0.914
  500730           1.785           0.917
  500731           1.785           0.917
  500732           1.786           0.918
  500733           1.786           0.918
  500734           1.784           0.916
  500735           1.781           0.913
  500736           1.785           0.917
  500737           1.788           0.920
  500738           1.786           0.918
  500739           1.787           0.919
  500740           1.784           0.916
  500741           1.782           0.914
  500742           1.784           0.916
  500743           1.783           0.915
  500744           1.786           0.918
  500745           1.790           0.922
  500746           1.791           0.923
  500747           1.789           0.921
  500748           1.792           0.924
  500749           1.795           0.927
  500750           1.795           0.927
  500751           1.791           0.923
  500752           1.792           0.924
  500753           1.788           0.920
  500754           1.787           0.919
  500755           1.786           0.918
  500756           1.791           0.923
  500757           1.792           0.924
  500758           1.793           0.925
  500759           1.792           0.924
  500760           1.791           0.923
  500761           1.790           0.922
  500762           1.793           0.925
  500763           1.790           0.922
  500764           1.792           0.924
  500765           1.794           0.926
  500766           1.791           0.923
  500767           1.791           0.923
  500768           1.789           0.921
  500769           1.792           0.924
  500770           1.793           0.925
  500771           1.795           0.927
  500772           1.797           0.929
  500773           1.797           0.929
  500774           1.798           0.930
  500775           1.797           0.929
  500776           1.798           0.930
  500777           1.797           0.929
  500778           1.793           0.925
  500779           1.799           0.931
  500780           1.797           0.929
  500781           1.800           0.932
  500782           1.797           0.929
  500783           1.801           0.933
  500784           1.802           0.934
  500785           1.799           0.931
  500786           1.801           0.933
  500787           1.799           0.931
  500788           1.803           0.935
  500789           1.802           0.934
  500790           1.803           0.935
  500791           1.806           0.938
  500792           1.805           0.937
  500793           1.804           0.936
  500794           1.806           0.938
  500795           1.804           0.936
  500796           1.804           0.936
  500797           1.798           0.930
  500798           1.803           0.935
  500799           1.803           0.935
  500800           1.803           0.935
  500801           1.801           0.933
  500802           1.805           0.937
  500803           1.805           0.937
  500804           1.805           0.937
  500805           1.800           0.932
  500806           1.803           0.935
  500807           1.800           0.932
  500808           1.805           0.937
  500809           1.803           0.935
  500810           1.801           0.933
  500811           1.799           0.931
  500812           1.803           0.935
  500813           1.805           0.937
  500814           1.807           0.939
  500815           1.808           0.940
  500816           1.808           0.940
  500817           1.807           0.939
  500818           1.806           0.938
  500819           1.805           0.937
  500820           1.804           0.936
  500821           1.808           0.940
  500822           1.807           0.939
  500823           1.803           0.935
  500824           1.808           0.940
  500825           1.806           0.938
  500826           1.804           0.936
  500827           1.809           0.941
  500828           1.803           0.935
  500829           1.807           0.939
  500830           1.807           0.939
  500831           1.808           0.940
  500832           1.805           0.937
  500833           1.811           0.943
  500834           1.812           0.944
  500835           1.810           0.942
  500836           1.812           0.944
  500837           1.810           0.942
  500838           1.812           0.944
  500839           1.812           0.944
  500840           1.815           0.947
  500841           1.816           0.948
  500842           1.821           0.953
  500843           1.819           0.951
  500844           1.820           0.952
  500845           1.816           0.948
  500846           1.815           0.947
  500847           1.812           0.944
  500848           1.812           0.944
  500849           1.814           0.946
  500850           1.813           0.945
  500851           1.812           0.944
  500852           1.815           0.947
  500853           1.809           0.941
  500854           1.818           0.950
  500855           1.818           0.950
  500856           1.816           0.948
  500857           1.815           0.947
  500858           1.809           0.941
  500859           1.813           0.945
  500860           1.812           0.944
  500861           1.818           0.950
  500862           1.815           0.947
  500863           1.817           0.949
  500864           1.813           0.945
  500865           1.811           0.943
  500866           1.811           0.943
  500867           1.811           0.943
  500868           1.813           0.945
  500869           1.812           0.944
  500870           1.812           0.944
  500871           1.810           0.942
  500872           1.813           0.945
  500873           1.811           0.943
  500874           1.814           0.946
  500875           1.813           0.945
  500876           1.812           0.944
  500877           1.817           0.949
  500878           1.817           0.949
  500879           1.818           0.950
  500880           1.814           0.946
  500881           1.816           0.948
  500882           1.814           0.946
  500883           1.820           0.952
  500884           1.818           0.950
  500885           1.822           0.954
  500886           1.821           0.953
  500887           1.825           0.957
  500888           1.825           0.957
  500889           1.827           0.959
  500890           1.823           0.955
  500891           1.823           0.955
  500892           1.821           0.953
  500893           1.823           0.955
  500894           1.819           0.951
  500895           1.819           0.951
  500896           1.825           0.957
  500897           1.822           0.954
  500898           1.823           0.955
  500899           1.824           0.956
  500900           1.823           0.955
  500901           1.822           0.954
  500902           1.821           0.953
  500903           1.823           0.955
  500904           1.824           0.956
  500905           1.826           0.958
  500906           1.827           0.959
  500907           1.827           0.959
  500908           1.825           0.957
  500909           1.822           0.954
  500910           1.824           0.956
  500911           1.823           0.955
  500912           1.820           0.952
  500913           1.821           0.953
  500914           1.821           0.953
  500915           1.824           0.956
  500916           1.825           0.957
  500917           1.824           0.956
  500918           1.827           0.959
  500919           1.825           0.957
  500920           1.825           0.957
  500921           1.827           0.959
  500922           1.822           0.954
  500923           1.828           0.960
  500924           1.830           0.962
  500925           1.829           0.961
  500926           1.829           0.961
  500927           1.831           0.963
  500928           1.830           0.962
  500929           1.832           0.964
  500930           1.829           0.961
  500931           1.827           0.959
  500932           1.833           0.965
  500933           1.834           0.966
  500934           1.829           0.961
  500935           1.827           0.959
  500936           1.831           0.963
  500937           1.829           0.961
  500938           1.826           0.958
  500939           1.830           0.962
  500940           1.832           0.964
  500941           1.832           0.964
  500942           1.834           0.966
  500943           1.831           0.963
  500944           1.831           0.963
  500945           1.830           0.962
  500946           1.827           0.959
  500947           1.831           0.963
  500948           1.831           0.963
  500949           1.829           0.961
  500950           1.829           0.961
  500951           1.834           0.966
  500952           1.833           0.965
  500953           1.827           0.959
  500954           1.833           0.965
  500955           1.832           0.964
  500956           1.831           0.963
  500957           1.829           0.961
  500958           1.836           0.968
  500959           1.831           0.963
  500960           1.832           0.964
  500961           1.831           0.963
  500962           1.827           0.959
  500963           1.833           0.965
  500964           1.835           0.967
  500965           1.828           0.960
  500966           1.831           0.963
  500967           1.832           0.964
  500968           1.828           0.960
  500969           1.834           0.966
  500970           1.835           0.967
  500971           1.833           0.965
  500972           1.832           0.964
  500973           1.829           0.961
  500974           1.833           0.965
  500975           1.834           0.966
  500976           1.836           0.968
  500977           1.837           0.969
  500978           1.834           0.966
  500979           1.838           0.970
  500980           1.835           0.967
  500981           1.836           0.968
  500982           1.837           0.969
  500983           1.835           0.967
  500984           1.837           0.969
  500985           1.835           0.967
  500986           1.837           0.969
  500987           1.839           0.971
  500988           1.840           0.972
  500989           1.838           0.970
  500990           1.839           0.971
  500991           1.835           0.967
  500992           1.837           0.969
  500993           1.837           0.969
  500994           1.837           0.969
  500995           1.839           0.971
  500996           1.840           0.972
  500997           1.842           0.974
  500998           1.843           0.975
  500999           1.841           0.973
  501000           1.840           0.972
  501001           1.840           0.972
  501002           1.840           0.972
  501003           1.837           0.969
  501004           1.839           0.971
  501005           1.835           0.967
  501006           1.836           0.968
  501007           1.834           0.966
  501008           1.834           0.966
  501009           1.837           0.969
  501010           1.836           0.968
  501011           1.837           0.969
  501012           1.838           0.970
  501013           1.840           0.972
  501014           1.840           0.972
  501015           1.840           0.972
  501016           1.842           0.974
  501017           1.841           0.973
  501018           1.841           0.973
  501019           1.842           0.974
  501020           1.843           0.975
  501021           1.843           0.975
  501022           1.846           0.978
  501023           1.843           0.975
  501024           1.842           0.974
  501025           1.844           0.976
  501026           1.842           0.974
  501027           1.838           0.970
  501028           1.839           0.971
  501029           1.841           0.973
  501030           1.842           0.974
  501031           1.840           0.972
  501032           1.837           0.969
  501033           1.842           0.974
  501034           1.843           0.975
  501035           1.842           0.974
  501036           1.846           0.978
  501037           1.847           0.979
  501038           1.846           0.978
  501039           1.844           0.976
  501040           1.843           0.975
  501041           1.844           0.976
  501042           1.844           0.976
  501043           1.845           0.977
  501044           1.849           0.981
  501045           1.850           0.982
  501046           1.852           0.984
  501047           1.853           0.985
  501048           1.854           0.986
  501049           1.856           0.988
  501050           1.857           0.989
  501051           1.857           0.989
  501052           1.854           0.986
  501053           1.855           0.987
  501054           1.854           0.986
  501055           1.852           0.984
  501056           1.856           0.988
  501057           1.854           0.986
  501058           1.855           0.987
  501059           1.853           0.985
  501060           1.850           0.982
  501061           1.852           0.984
  501062           1.854           0.986
  501063           1.850           0.982
  501064           1.849           0.981
  501065           1.852           0.984
  501066           1.857           0.989
  501067           1.857           0.989
  501068           1.857           0.989
  501069           1.863           0.995
  501070           1.856           0.988
  501071           1.863           0.995
  501072           1.863           0.995
  501073           1.861           0.993
  501074           1.861           0.993
  501075           1.859           0.991
  501076           1.861           0.993
  501077           1.861           0.993
  501078           1.863           0.995
  501079           1.859           0.991
  501080           1.859           0.991
  501081           1.860           0.992
  501082           1.858           0.990
  501083           1.859           0.991
  501084           1.859           0.991
  501085           1.861           0.993
  501086           1.861           0.993
  501087           1.862           0.994
  501088           1.867           0.999
  501089           1.863           0.995
  501090           1.863           0.995
  501091           1.863           0.995
  501092           1.863           0.995
  501093           1.862           0.994
  501094           1.868           1.000
  501095           1.867           0.999
  501096           1.864           0.996
  501097           1.866           0.998
  501098           1.867           0.999
  501099           1.864           0.996
  501100           1.867           0.999
  501101           1.864           0.996
  501102           1.867           0.999
  501103           1.866           0.998
  501104           1.868           1.000
  501105           1.867           0.999
  501106           1.867           0.999
  501107           1.867           0.999
  501108           1.869           1.001
  501109           1.868           1.000
  501110           1.867           0.999
  501111           1.875           1.007
  501112           1.875           1.007
  501113           1.877           1.009
  501114           1.877           1.009
  501115           1.876           1.008
  501116           1.876           1.008
  501117           1.878           1.010
  501118           1.875           1.007
  501119           1.882           1.014
  501120           1.879           1.011
  501121           1.879           1.011
  501122           1.873           1.005
  501123           1.876           1.008
  501124           1.878           1.010
  501125           1.880           1.012
  501126           1.881           1.013
  501127           1.883           1.015
  501128           1.881           1.013
  501129           1.883           1.015
  501130           1.887           1.019
  501131           1.885           1.017
  501132           1.885           1.017
  501133           1.883           1.015
  501134           1.887           1.019
  501135           1.887           1.019
  501136           1.886           1.018
  501137           1.886           1.018
  501138           1.886           1.018
  501139           1.888           1.020
  501140           1.888           1.020
  501141           1.888           1.020
  501142           1.884           1.016
  501143           1.887           1.019
  501144           1.888           1.020
  501145           1.890           1.022
  501146           1.893           1.025
  501147           1.887           1.019
  501148           1.893           1.025
  501149           1.896           1.028
  501150           1.889           1.021
  501151           1.895           1.027
  501152           1.893           1.025
  501153           1.891           1.023
  501154           1.890           1.022
  501155           1.887           1.019
  501156           1.890           1.022
  501157           1.890           1.022
  501158           1.892           1.024
  501159           1.890           1.022
  501160           1.893           1.025
  501161           1.896           1.028
  501162           1.901           1.033
  501163           1.895           1.027
  501164           1.902           1.034
  501165           1.898           1.030
  501166           1.896           1.028
  501167           1.897           1.029
  501168           1.901           1.033
  501169           1.903           1.035
  501170           1.899           1.031
  501171           1.901           1.033
  501172           1.899           1.031
  501173           1.899           1.031
  501174           1.896           1.028
  501175           1.899           1.031
  501176           1.901           1.033
  501177           1.902           1.034
  501178           1.903           1.035
  501179           1.900           1.032
  501180           1.902           1.034
  501181           1.900           1.032
  501182           1.901           1.033
  501183           1.902           1.034
  501184           1.899           1.031
  501185           1.902           1.034
  501186           1.901           1.033
  501187           1.903           1.035
  501188           1.908           1.040
  501189           1.906           1.038
  501190           1.908           1.040
  501191           1.909           1.041
  501192           1.908           1.040
  501193           1.908           1.040
  501194           1.910           1.042
  501195           1.905           1.037
  501196           1.907           1.039
  501197           1.907           1.039
  501198           1.905           1.037
  501199           1.909           1.041
  501200           1.909           1.041
  501201           1.910           1.042
  501202           1.911           1.043
  501203           1.910           1.042
  501204           1.906           1.038
  501205           1.907           1.039
  501206           1.907           1.039
  501207           1.904           1.036
  501208           1.906           1.038
  501209           1.904           1.036
  501210           1.905           1.037
  501211           1.908           1.040
  501212           1.910           1.042
  501213           1.909           1.041
  501214           1.906           1.038
  501215           1.908           1.040
  501216           1.906           1.038
  501217           1.908           1.040
  501218           1.906           1.038
  501219           1.908           1.040
  501220           1.912           1.044
  501221           1.910           1.042
  501222           1.908           1.040
  501223           1.910           1.042
  501224           1.907           1.039
  501225           1.908           1.040
  501226           1.907           1.039
  501227           1.910           1.042
  501228           1.914           1.046
  501229           1.909           1.041
  501230           1.909           1.041
  501231           1.911           1.043
  501232           1.913           1.045
  501233           1.911           1.043
  501234           1.908           1.040
  501235           1.911           1.043
  501236           1.910           1.042
  501237           1.910           1.042
  501238           1.908           1.040
  501239           1.914           1.046
  501240           1.908           1.040
  501241           1.908           1.040
  501242           1.909           1.041
  501243           1.919           1.051
  501244           1.914           1.046
  501245           1.911           1.043
  501246           1.917           1.049
  501247           1.920           1.052
  501248           1.918           1.050
  501249           1.918           1.050
  501250           1.916           1.048
  501251           1.913           1.045
  501252           1.912           1.044
  501253           1.915           1.047
  501254           1.912           1.044
  501255           1.912           1.044
  501256           1.914           1.046
  501257           1.916           1.048
  501258           1.913           1.045
  501259           1.917           1.049
  501260           1.913           1.045
  501261           1.913           1.045
  501262           1.915           1.047
  501263           1.912           1.044
  501264           1.910           1.042
  501265           1.909           1.041
  501266           1.910           1.042
  501267           1.911           1.043
  501268           1.911           1.043
  501269           1.913           1.045
  501270           1.914           1.046
  501271           1.910           1.042
  501272           1.914           1.046
  501273           1.915           1.047
  501274           1.916           1.048
  501275           1.917           1.049
  501276           1.916           1.048
  501277           1.914           1.046
  501278           1.913           1.045
  501279           1.915           1.047
  501280           1.915           1.047
  501281           1.914           1.046
  501282           1.914           1.046
  501283           1.912           1.044
  501284           1.909           1.041
  501285           1.913           1.045
  501286           1.910           1.042
  501287           1.911           1.043
  501288           1.909           1.041
  501289           1.910           1.042
  501290           1.909           1.041
  501291           1.909           1.041
  501292           1.913           1.045
  501293           1.911           1.043
  501294           1.913           1.045
  501295           1.913           1.045
  501296           1.915           1.047
  501297           1.915           1.047
  501298           1.908           1.040
  501299           1.913           1.045
  501300           1.916           1.048
  501301           1.912           1.044
  501302           1.911           1.043
  501303           1.907           1.039
  501304           1.911           1.043
  501305           1.913           1.045
  501306           1.912           1.044
  501307           1.915           1.047
  501308           1.915           1.047
  501309           1.912           1.044
  501310           1.911           1.043
  501311           1.913           1.045
  501312           1.915           1.047
  501313           1.908           1.040
  501314           1.911           1.043
  501315           1.906           1.038
  501316           1.884           1.016
  501317           1.832           0.964
  501318           1.781           0.913
  501319           1.704           0.836
  501320           1.644           0.776
  501321           1.590           0.722
  501322           1.566           0.698
  501323           1.570           0.702
  501324           1.566           0.698
  501325           1.581           0.713
  501326           1.600           0.732
  501327           1.602           0.734
  501328           1.604           0.736
  501329           1.609           0.741
  501330           1.613           0.745
  501331           1.627           0.759
  501332           1.635           0.767
  501333           1.631           0.763
  501334           1.628           0.760
  501335           1.622           0.754
  501336           1.629           0.761
  501337           1.627           0.759
  501338           1.621           0.753
  501339           1.623           0.755
  501340           1.615           0.747
  501341           1.618           0.750
  501342           1.614           0.746
  501343           1.614           0.746
  501344           1.637           0.769
  501345           1.626           0.758
  501346           1.617           0.749
  501347           1.599           0.731
  501348           1.572           0.704
  501349           1.577           0.709
  501350           1.636           0.768
  501351           1.645           0.777
  501352           1.613           0.745
  501353           1.595           0.727
  501354           1.589           0.721
  501355           1.585           0.717
  501356           1.597           0.729
  501357           1.641           0.773
  501358           1.699           0.831
  501359           1.755           0.887
  501360           1.820           0.952
  501361           1.848           0.980
  501362           1.868           1.000
  501363           1.869           1.001
  501364           1.867           0.999
  501365           1.869           1.001
  501366           1.833           0.965
  501367           1.692           0.824
